Order_ID,Order_Date,Shipping_Date,Delivery_Date,Expected_Delivery_Date,Warehouse_Location,Customer_Location,Shipping_Mode,Order_Priority,Distance_km,Order_Quantity,Order_Value_INR,Delayed
ORD-01538,2023-04-08,2023-04-11,2023-04-12,2023-04-12,Mumbai,Agra,Same Day,Low,1378.0,173,20360.13,0
ORD-01539,2022-08-22,2022-08-26,2022-09-01,2022-08-31,Pune,Lucknow,Standard,High,1945.0,119,39880.39,1
ORD-01540,2023-02-28,2023-03-03,2023-03-08,2023-03-08,Ahmedabad,Bhubaneswar,Standard,Medium,2044.0,186,38298.42,0
ORD-01541,2022-12-14,2022-12-19,2022-12-20,2022-12-22,Pune,Patna,Express,High,366.0,36,7132.93,0
ORD-01542,2023-04-10,2023-04-14,2023-04-19,2023-04-19,Chennai,Visakhapatnam,Standard,Medium,2036.0,2,4881.69,0
ORD-01543,2023-02-13,2023-02-17,2023-02-20,2023-02-25,Hyderabad,Kochi,Economy,Low,684.0,127,45453.62,0
ORD-01544,2023-03-02,2023-03-02,2023-03-07,2023-03-07,Pune,Coimbatore,Standard,High,1975.0,105,27007.67,0
ORD-01545,2022-04-08,2022-04-11,2022-04-12,2022-04-12,Hyderabad,Patna,Same Day,Low,2106.0,18,42961.15,0
ORD-01546,2022-11-17,2022-11-23,2022-11-27,2022-11-26,Ahmedabad,Nagpur,Express,High,2320.0,177,3378.48,1
ORD-01547,2023-03-14,2023-03-15,2023-03-17,2023-03-16,Ahmedabad,Patna,Same Day,Critical,1489.0,8,26562.52,1
ORD-01548,2022-11-17,2022-11-17,2022-11-18,2022-11-22,Chennai,Kochi,Standard,High,602.0,186,27201.61,0
ORD-01549,2023-11-13,2023-11-18,2023-11-19,2023-11-21,Ahmedabad,Kochi,Express,Low,765.0,15,43104.75,0
ORD-01550,2022-09-19,2022-09-20,2022-09-27,2022-09-28,Bangalore,Agra,Economy,Medium,1337.0,145,5331.69,0
ORD-01551,2023-01-19,2023-01-22,2023-01-24,2023-01-25,Chennai,Bhubaneswar,Express,High,1763.0,23,12402.06,0
ORD-01552,2022-06-06,2022-06-06,2022-06-14,2022-06-11,Pune,Lucknow,Standard,High,1933.0,194,20623.65,1
ORD-01553,2023-12-05,2023-12-10,2023-12-13,2023-12-13,Ahmedabad,Kochi,Express,Low,1157.0,198,43359.15,0
ORD-01554,2023-05-01,2023-05-03,2023-05-05,2023-05-04,Mumbai,Patna,Same Day,Medium,1391.0,93,46974.72,1
ORD-01555,2022-03-10,2022-03-12,2022-03-14,2022-03-15,Kolkata,Lucknow,Express,Medium,160.0,155,49639.87,0
ORD-01556,2022-04-04,2022-04-06,2022-04-07,2022-04-14,Delhi,Jaipur,Economy,,300.0,165,47980.08,0
ORD-01557,2022-03-29,2022-04-02,2022-04-09,2022-04-07,Bangalore,Patna,Standard,Medium,2480.0,49,794.12,1
ORD-01558,2022-04-06,2022-04-12,2022-04-18,2022-04-15,Kolkata,Agra,Express,Medium,2104.0,64,2861.56,1
ORD-01559,2023-03-19,2023-03-20,2023-03-21,2023-03-21,Kolkata,Surat,Same Day,High,508.0,34,7806.54,0
ORD-01560,2022-04-09,2022-04-12,2022-04-14,2022-04-15,Hyderabad,Vadodara,Express,Critical,1157.0,18,17768.67,0
ORD-01561,2023-01-17,2023-01-24,2023-01-27,2023-02-01,Bangalore,Vadodara,Economy,High,257.0,64,41580.94,0
ORD-01562,2022-05-14,2022-05-15,2022-05-19,2022-05-23,Bangalore,Bhubaneswar,Economy,Medium,949.0,106,44686.48,0
ORD-01563,2023-07-24,2023-07-30,2023-07-31,2023-08-02,Chennai,Indore,Express,Medium,71.0,74,9748.3,0
ORD-01564,2022-03-03,2022-03-04,2022-03-06,2022-03-09,Hyderabad,Vadodara,Standard,Critical,459.0,102,31173.38,0
ORD-01565,2023-08-24,2023-08-28,2023-08-30,2023-09-02,Pune,Bhubaneswar,Standard,Critical,944.0,172,45909.42,0
ORD-01566,2023-07-30,2023-07-31,2023-08-01,2023-08-01,Delhi,Kochi,Same Day,Critical,564.0,17,23454.72,0
ORD-01567,2023-07-30,2023-08-02,2023-08-08,2023-08-10,Pune,Coimbatore,Economy,High,858.0,187,5625.41,0
ORD-01568,2022-12-04,2022-12-04,2022-12-08,2022-12-09,Mumbai,Agra,Standard,Medium,923.0,141,23161.78,0
ORD-01569,2023-11-18,2023-11-25,2023-11-26,2023-11-30,Delhi,Visakhapatnam,Standard,High,63.0,52,19101.85,0
ORD-01570,2022-05-06,2022-05-07,2022-05-10,2022-05-12,Hyderabad,Chandigarh,Standard,Medium,1020.0,188,29094.07,0
ORD-01571,2023-02-25,2023-02-28,2023-03-11,2023-03-08,Ahmedabad,Nagpur,Economy,Medium,2184.0,170,22213.6,1
ORD-01572,2022-12-29,2023-01-05,2023-01-11,2023-01-10,Ahmedabad,Surat,Standard,High,1610.0,64,1358.62,1
ORD-01573,2023-11-13,2023-11-14,2023-11-18,2023-11-17,Hyderabad,Kochi,Express,Low,1374.0,194,49702.89,1
ORD-01574,2023-03-10,2023-03-13,2023-03-15,2023-03-16,Pune,Agra,Express,Low,1316.0,34,27405.24,0
ORD-01575,2022-02-22,2022-03-02,2022-03-14,2022-03-10,Hyderabad,Patna,Economy,Medium,2219.0,95,23944.72,1
ORD-01576,2022-10-22,2022-10-25,2022-10-27,2022-10-28,Hyderabad,Lucknow,Express,Medium,799.0,87,47753.56,0
ORD-01577,2023-09-07,2023-09-07,2023-09-08,2023-09-10,Kolkata,Surat,Express,High,734.0,199,8215.09,0
ORD-01578,2022-11-16,2022-11-20,2022-11-27,2022-11-25,Mumbai,Agra,Standard,Low,1977.0,102,9867.26,1
ORD-01579,2022-12-27,2022-12-28,2022-12-30,2022-12-31,Bangalore,Chandigarh,Express,Low,2406.0,192,40496.73,0
ORD-01580,2022-04-17,2022-04-18,2022-04-19,2022-04-19,Ahmedabad,Indore,Same Day,Low,744.0,161,13411.14,0
ORD-01581,2023-08-15,2023-08-15,2023-08-28,2023-08-23,Kolkata,Lucknow,Economy,Low,2385.0,140,40061.74,1
ORD-01582,2023-06-04,2023-06-07,2023-06-09,2023-06-12,Hyderabad,Nagpur,Standard,Low,356.0,76,13940.91,0
ORD-01583,2022-08-06,2022-08-12,2022-08-18,2022-08-17,Chennai,Bhopal,Standard,High,2039.0,19,2142.79,1
ORD-01584,2022-06-08,2022-06-10,2022-06-13,2022-06-15,Kolkata,Nagpur,Standard,Medium,711.0,137,26092.23,0
ORD-01585,2023-11-04,2023-11-08,2023-11-12,2023-11-13,Hyderabad,Bhubaneswar,Standard,High,598.0,74,10235.98,0
ORD-01586,2023-05-09,2023-05-11,2023-05-15,2023-05-19,Ahmedabad,Surat,Economy,Critical,361.0,145,38013.39,0
ORD-01587,2022-08-18,2022-08-21,2022-08-25,2022-08-26,Bangalore,Bhubaneswar,Standard,High,1132.0,50,32239.38,0
ORD-01588,2022-04-21,2022-04-23,2022-04-27,2022-04-26,Hyderabad,Kochi,Express,Low,1787.0,39,46218.33,1
ORD-01589,2022-12-25,2022-12-31,2023-01-04,2023-01-05,Mumbai,Jaipur,Standard,Low,804.0,169,39257.92,0
ORD-01590,2023-07-24,2023-07-25,2023-07-26,2023-07-30,Pune,Agra,Standard,High,84.0,138,9448.41,0
ORD-01591,2023-01-12,2023-01-13,2023-01-14,2023-01-16,Delhi,Kochi,Express,Medium,494.0,12,40107.83,0
ORD-01592,2022-04-28,2022-05-01,2022-05-10,2022-05-06,Kolkata,Indore,Standard,High,2190.0,79,32265.98,1
ORD-01593,2022-10-13,2022-10-15,2022-10-23,2022-10-20,Kolkata,Visakhapatnam,Standard,High,2032.0,15,33613.11,1
ORD-01594,2023-08-11,2023-08-13,2023-08-15,2023-08-14,Kolkata,Surat,Same Day,Critical,1280.0,28,41697.01,1
ORD-01595,2022-08-20,2022-08-22,2022-08-23,2022-08-25,Hyderabad,Coimbatore,Express,Critical,402.0,132,28904.29,0
ORD-01596,2023-03-16,2023-03-19,2023-03-22,2023-03-24,Bangalore,Coimbatore,Standard,Medium,952.0,36,23567.17,0
ORD-01597,2023-07-29,2023-08-02,2023-08-08,2023-08-10,Mumbai,Jaipur,Economy,Medium,1405.0,119,32013.73,0
ORD-01598,2023-09-29,2023-10-01,2023-10-05,2023-10-04,Bangalore,Lucknow,Express,Critical,1798.0,65,15248.89,1
ORD-01599,2023-09-21,2023-09-22,2023-09-23,2023-09-23,Hyderabad,Jaipur,Same Day,Medium,208.0,98,9538.56,0
ORD-01600,2023-11-23,2023-11-26,2023-12-01,2023-12-01,Hyderabad,Indore,Standard,Low,2027.0,47,31021.1,0
ORD-01601,2023-10-21,2023-10-22,2023-10-23,2023-10-27,Pune,Vadodara,Standard,,1006.0,81,12075.49,0
ORD-01602,2023-07-25,2023-07-31,2023-08-09,2023-08-05,Chennai,Vadodara,Standard,Medium,2121.0,39,4455.8,1
ORD-01603,2022-01-27,2022-01-29,2022-01-30,2022-02-03,Mumbai,Patna,Standard,High,453.0,38,527.43,0
ORD-01604,2023-09-16,2023-09-20,2023-09-21,2023-09-23,Kolkata,Bhubaneswar,Express,High,565.0,44,30611.81,0
ORD-01605,2023-11-05,2023-11-08,2023-11-15,2023-11-16,Delhi,Chandigarh,Economy,Medium,1437.0,179,18426.36,0
ORD-01606,2023-12-12,2023-12-13,2023-12-14,2023-12-16,Kolkata,Kochi,Express,Critical,1005.0,97,37739.39,0
ORD-01607,2022-10-01,2022-10-09,2022-10-15,2022-10-14,Bangalore,Surat,Standard,High,2249.0,124,19071.23,1
ORD-01608,2022-01-30,2022-02-02,2022-02-04,2022-02-05,Hyderabad,Visakhapatnam,Express,High,1762.0,26,24557.17,0
ORD-01609,2022-07-04,2022-07-11,2022-07-12,2022-07-16,Mumbai,Indore,Standard,,657.0,164,20650.71,0
ORD-01610,2022-10-07,2022-10-09,2022-10-12,2022-10-12,Ahmedabad,Vadodara,Express,Medium,1323.0,197,32703.45,0
ORD-01611,2023-12-21,2023-12-24,2023-12-26,2023-12-27,Mumbai,Bhopal,Express,High,1585.0,97,18128.89,0
ORD-01612,2022-11-13,2022-11-15,2022-11-20,2022-11-16,Mumbai,Chandigarh,Same Day,Low,2432.0,1,48206.5,1
ORD-01613,2022-12-14,2022-12-15,2022-12-24,2022-12-23,Chennai,Agra,Economy,Medium,1491.0,53,46839.28,1
ORD-01614,2022-12-26,2022-12-29,2023-01-05,2023-01-03,Kolkata,Indore,,High,1847.0,6,42477.38,1
ORD-01615,2022-01-07,2022-01-07,2022-01-08,2022-01-10,Chennai,Bhopal,Express,Medium,344.0,37,46054.86,0
ORD-01616,2022-07-05,2022-07-08,2022-07-14,2022-07-16,Ahmedabad,Bhopal,Economy,Medium,804.0,2,22732.41,0
ORD-01617,2022-05-27,2022-05-31,2022-06-01,2022-06-01,Ahmedabad,Bhopal,Same Day,Low,1444.0,123,27053.3,0
ORD-01618,2023-08-03,2023-08-07,2023-08-08,2023-08-10,Pune,Vadodara,Express,Medium,235.0,69,37233.58,0
ORD-01619,2023-11-05,2023-11-09,2023-11-16,2023-11-17,Bangalore,Patna,Economy,High,1319.0,169,34959.22,0
ORD-01620,2023-02-15,2023-02-22,2023-02-25,2023-02-27,Delhi,Jaipur,Standard,Medium,686.0,179,44588.59,0
ORD-01621,2022-03-13,2022-03-17,2022-03-25,2022-03-25,Pune,Coimbatore,Economy,Low,1341.0,175,35958.39,0
ORD-01622,2022-05-26,2022-06-01,2022-06-02,2022-06-06,Hyderabad,Nagpur,Standard,High,579.0,13,49895.29,0
ORD-01623,2023-10-11,2023-10-18,2023-10-21,2023-10-21,Chennai,Agra,Express,Critical,2118.0,69,17751.04,0
ORD-01624,2022-02-01,2022-02-05,2022-02-10,2022-02-13,Chennai,Kochi,Economy,High,843.0,66,41733.39,0
ORD-01625,2022-04-04,2022-04-05,2022-04-13,2022-04-10,Pune,Bhopal,Standard,Low,2197.0,59,35032.92,1
ORD-01626,2023-06-28,2023-06-30,2023-07-01,2023-07-03,Hyderabad,Indore,Express,Medium,527.0,68,34723.63,0
ORD-01627,2022-08-09,2022-08-12,2022-08-15,2022-08-17,Mumbai,Lucknow,Standard,High,1672.0,59,16628.86,0
ORD-01628,2023-01-21,2023-01-24,2023-01-29,2023-02-01,Hyderabad,Lucknow,Economy,Medium,989.0,117,39387.29,0
ORD-01629,2023-03-06,2023-03-09,2023-03-13,2023-03-17,Kolkata,Coimbatore,Economy,High,575.0,10,45068.61,0
ORD-01630,2023-04-10,2023-04-11,2023-04-16,2023-04-12,Pune,Agra,Same Day,Medium,2431.0,141,11318.15,1
ORD-01631,2022-12-16,2022-12-17,2022-12-18,2022-12-20,Bangalore,Surat,Express,Medium,51.0,130,31462.09,0
ORD-01632,2022-06-11,2022-06-12,2022-06-13,2022-06-20,Hyderabad,Bhubaneswar,Economy,High,424.0,15,19910.67,0
ORD-01633,2023-01-14,2023-01-17,2023-01-24,2023-01-22,Mumbai,Bhopal,Standard,High,2390.0,46,49482.63,1
ORD-01634,2022-11-16,2022-11-18,2022-11-21,2022-11-21,Hyderabad,Indore,Express,High,602.0,185,24202.22,0
ORD-01635,2022-11-29,2022-11-30,2022-12-02,2022-12-01,Chennai,Bhopal,Same Day,Medium,2415.0,138,11801.85,1
ORD-01636,2023-08-05,2023-08-09,2023-08-13,2023-08-14,Delhi,Patna,Standard,Low,1575.0,150,19401.95,0
ORD-01637,2023-09-03,2023-09-08,2023-09-15,2023-09-13,Chennai,Agra,Standard,Medium,1901.0,89,32865.0,1
ORD-01638,2022-03-28,2022-03-28,2022-03-29,2022-04-02,Bangalore,Bhubaneswar,Standard,Medium,430.0,77,4266.42,0
ORD-01639,2022-02-23,2022-02-27,2022-03-03,2022-03-04,Ahmedabad,Bhopal,Standard,Low,1696.0,136,30378.3,0
ORD-01640,2022-06-09,2022-06-10,2022-06-11,2022-06-18,Delhi,Kochi,Economy,Low,63.0,149,46595.63,0
ORD-01641,2022-06-11,2022-06-16,2022-06-20,2022-06-19,Ahmedabad,Lucknow,Express,Low,553.0,150,42592.96,1
ORD-01642,2023-09-25,2023-09-29,2023-10-02,2023-09-30,Hyderabad,Bhopal,Same Day,Critical,2328.0,110,3849.84,1
ORD-01643,2022-02-20,2022-02-25,2022-03-04,2022-03-02,Kolkata,Kochi,Standard,High,2058.0,97,49672.8,1
ORD-01644,2023-11-22,2023-11-26,2023-11-27,2023-12-01,Bangalore,Kochi,Standard,Critical,179.0,45,35086.98,0
ORD-01645,2022-03-25,2022-03-26,2022-03-29,2022-03-31,Hyderabad,Jaipur,Standard,Low,887.0,91,8532.9,0
ORD-01646,2022-10-06,2022-10-07,2022-10-10,2022-10-08,Mumbai,Kochi,Same Day,Critical,2090.0,168,1114.6,1
ORD-01647,2023-03-30,2023-03-30,2023-03-31,2023-04-02,Hyderabad,Bhubaneswar,Express,Low,77.0,114,8978.49,0
ORD-01648,2023-11-09,2023-11-15,2023-11-26,2023-11-23,Delhi,Lucknow,Economy,Medium,2163.0,150,41989.71,1
ORD-01649,2023-03-11,2023-03-14,2023-03-18,2023-03-17,Chennai,Visakhapatnam,Express,High,1302.0,158,1571.15,1
ORD-01650,2023-05-13,2023-05-13,2023-05-14,2023-05-16,Kolkata,Surat,Express,Medium,310.0,190,12040.79,0
ORD-01651,2023-09-14,2023-09-17,2023-09-20,2023-09-20,Ahmedabad,Patna,Express,Medium,2096.0,73,37986.63,0
ORD-01652,2023-03-29,2023-03-31,2023-04-07,2023-04-08,Hyderabad,Lucknow,Economy,Low,1522.0,173,29512.47,0
ORD-01653,2023-03-01,2023-03-01,2023-03-02,2023-03-02,Hyderabad,Indore,Same Day,Low,1497.0,35,39245.42,0
ORD-01654,2022-10-07,2022-10-09,2022-10-14,2022-10-14,Chennai,Surat,Standard,High,509.0,42,37434.45,0
ORD-01655,2022-08-09,2022-08-12,2022-08-14,2022-08-15,Kolkata,Kochi,Express,High,350.0,133,3004.77,0
ORD-01656,2023-06-09,2023-06-12,2023-06-16,2023-06-15,Pune,Bhopal,Express,High,2384.0,27,44679.32,1
ORD-01657,2022-04-27,2022-04-29,2022-04-30,2022-04-30,Ahmedabad,Jaipur,Same Day,Medium,679.0,198,11738.08,0
ORD-01658,2022-12-20,2022-12-27,2022-12-28,2023-01-01,Hyderabad,Agra,Standard,High,319.0,190,27892.93,0
ORD-01659,2023-03-17,2023-03-25,2023-04-07,2023-04-02,Hyderabad,Surat,Economy,Low,2043.0,32,32392.26,1
ORD-01660,2022-04-24,2022-04-24,2022-04-30,2022-05-02,Pune,Agra,Economy,Low,1678.0,136,8847.1,0
ORD-01661,2022-10-18,2022-10-19,2022-10-25,2022-10-24,Ahmedabad,Indore,Standard,Critical,1851.0,103,48823.45,1
ORD-01662,2023-11-26,2023-11-28,2023-12-02,2023-12-06,Delhi,Indore,Economy,Low,911.0,85,24663.72,0
ORD-01663,2023-11-26,2023-11-27,2023-12-03,2023-12-02,Delhi,Surat,Standard,High,1330.0,146,3353.31,1
ORD-01664,2023-08-31,2023-09-02,2023-09-09,2023-09-07,Bangalore,Jaipur,Standard,Low,2230.0,78,46894.47,1
ORD-01665,2023-05-14,2023-05-16,2023-05-20,2023-05-21,Bangalore,Kochi,Standard,High,1849.0,143,29520.26,0
ORD-01666,2023-06-24,2023-06-26,2023-07-01,2023-07-01,Mumbai,Visakhapatnam,Standard,High,1756.0,154,35110.06,0
ORD-01667,2023-11-15,2023-11-23,2023-12-04,2023-12-01,Chennai,Vadodara,Economy,Medium,2410.0,181,26496.2,1
ORD-01668,2022-11-12,2022-11-15,2022-11-17,2022-11-20,Kolkata,Bhubaneswar,Standard,Medium,625.0,44,41819.53,0
ORD-01669,2022-02-16,2022-02-19,2022-02-28,2022-02-24,Hyderabad,Indore,Standard,High,2053.0,32,2140.11,1
ORD-01670,2022-08-14,2022-08-15,2022-08-17,2022-08-20,Ahmedabad,Kochi,Standard,Medium,1357.0,28,13784.73,0
ORD-01671,2023-02-09,2023-02-10,2023-02-15,2023-02-15,Hyderabad,Bhubaneswar,Standard,Low,2006.0,167,23747.59,0
ORD-01672,2023-09-06,2023-09-07,2023-09-13,2023-09-12,Bangalore,Bhubaneswar,Standard,High,2070.0,160,4291.88,1
ORD-01673,2022-02-26,2022-02-28,2022-03-04,2022-03-03,Mumbai,Indore,Express,Low,2262.0,77,35442.38,1
ORD-01674,2022-01-08,2022-01-09,2022-01-18,2022-01-14,Ahmedabad,Visakhapatnam,Standard,High,2402.0,18,19986.34,1
ORD-01675,2022-07-29,2022-08-02,2022-08-10,2022-08-10,Ahmedabad,Surat,Economy,Medium,1705.0,103,13997.07,0
ORD-01676,2022-11-05,2022-11-06,2022-11-15,2022-11-14,Hyderabad,Bhubaneswar,Economy,Low,1629.0,70,667.25,1
ORD-01677,2022-08-05,2022-08-07,2022-08-12,2022-08-12,Chennai,Bhopal,Standard,High,1897.0,119,36131.6,0
ORD-01678,2022-05-21,2022-05-22,2022-06-03,2022-05-30,Mumbai,Lucknow,Economy,Medium,2253.0,139,41773.56,1
ORD-01679,2022-09-19,2022-09-24,2022-09-30,2022-09-29,Chennai,Patna,Standard,Medium,1440.0,160,20054.51,1
ORD-01680,2022-10-24,2022-10-27,2022-11-01,2022-11-01,Mumbai,Indore,Standard,Medium,1792.0,148,28428.79,0
ORD-01681,2022-12-02,2022-12-03,2022-12-11,2022-12-08,Hyderabad,Chandigarh,Standard,Medium,1975.0,97,11770.49,1
ORD-01682,2022-05-03,2022-05-09,2022-05-11,2022-05-14,Mumbai,Bhubaneswar,Standard,Medium,669.0,168,31298.78,0
ORD-01683,2022-01-08,2022-01-11,2022-01-15,2022-01-14,Delhi,Nagpur,Express,Low,1324.0,136,1100.8,1
ORD-01684,2023-05-25,2023-05-29,2023-05-30,2023-05-30,Ahmedabad,Coimbatore,Same Day,Medium,1006.0,35,24687.87,0
ORD-01685,2023-03-17,2023-03-18,2023-03-25,2023-03-23,Kolkata,Bhopal,Standard,Medium,1989.0,69,32388.17,1
ORD-01686,2022-06-29,2022-06-29,2022-07-01,2022-06-30,Hyderabad,Chandigarh,Same Day,High,2431.0,126,45950.49,1
ORD-01687,2022-05-13,2022-05-13,2022-05-16,2022-05-18,Pune,Kochi,Standard,High,1018.0,99,19376.12,0
ORD-01688,2023-01-25,2023-01-27,2023-01-29,2023-01-28,Kolkata,Patna,Same Day,Medium,1366.0,78,38376.92,1
ORD-01689,2023-06-30,2023-07-03,2023-07-07,2023-07-08,Hyderabad,Jaipur,Standard,High,1093.0,149,30085.51,0
ORD-01690,2023-12-22,2023-12-25,2023-12-26,2023-12-30,Kolkata,Vadodara,Standard,High,331.0,111,46387.1,0
ORD-01691,2022-08-24,2022-08-29,2022-09-08,2022-09-03,Delhi,Bhubaneswar,Standard,Medium,2216.0,152,20219.69,1
ORD-01692,2023-05-28,2023-05-29,2023-05-30,2023-06-03,Kolkata,Agra,Standard,High,1108.0,17,16295.22,0
ORD-01693,2023-07-27,2023-07-31,2023-08-01,2023-08-03,Mumbai,Visakhapatnam,Express,Medium,247.0,146,44413.53,0
ORD-01694,2023-11-16,2023-11-22,2023-11-28,2023-11-30,Bangalore,Coimbatore,Economy,High,1132.0,140,2937.6,0
ORD-01695,2022-12-29,2022-12-30,2023-01-04,2023-01-04,Kolkata,Jaipur,,Low,1234.0,144,7251.08,0
ORD-01696,2022-03-15,2022-03-19,2022-03-22,2022-03-20,Hyderabad,Visakhapatnam,Same Day,Medium,1058.0,4,4579.02,1
ORD-01697,2023-02-11,2023-02-12,2023-02-13,2023-02-15,Pune,Patna,Express,High,1279.0,162,42233.94,0
ORD-01698,2022-02-13,2022-02-14,2022-02-19,2022-02-22,Pune,Agra,Economy,,1085.0,92,1025.07,0
ORD-01699,2023-03-23,2023-03-26,2023-03-27,2023-03-31,Bangalore,Bhopal,Standard,Low,539.0,174,43152.03,0
ORD-01700,2022-01-20,2022-01-23,2022-01-24,2022-01-26,Chennai,Bhopal,Express,Medium,325.0,75,22837.76,0
ORD-01701,2023-04-16,2023-04-17,2023-04-29,2023-04-25,Bangalore,Patna,Economy,Medium,2339.0,159,699.25,1
ORD-01702,2022-03-21,2022-03-24,2022-03-29,2022-03-27,Ahmedabad,Agra,Express,High,1289.0,153,20381.44,1
ORD-01703,2022-11-17,2022-11-19,2022-11-24,2022-11-24,Kolkata,Bhopal,Standard,High,1324.0,103,9746.64,0
ORD-01704,2023-08-13,2023-08-18,2023-08-20,2023-08-23,Pune,Agra,Standard,Low,175.0,24,31407.82,0
ORD-01705,2023-03-16,2023-03-16,2023-03-18,2023-03-21,Bangalore,Coimbatore,Standard,Low,266.0,65,34128.26,0
ORD-01706,2023-08-11,2023-08-18,2023-08-20,2023-08-21,Kolkata,Bhubaneswar,Express,High,1258.0,117,24632.61,0
ORD-01707,2023-02-19,2023-02-20,2023-02-21,2023-02-21,Ahmedabad,Patna,Same Day,Medium,1296.0,153,2505.72,0
ORD-01708,2023-12-28,2024-01-02,2024-01-06,2024-01-07,Pune,Indore,Standard,High,968.0,156,32978.38,0
ORD-01709,2023-10-18,2023-10-24,2023-10-25,2023-10-27,Ahmedabad,Nagpur,Express,Low,1367.0,164,42180.92,0
ORD-01710,2023-03-04,2023-03-09,2023-03-15,2023-03-12,Kolkata,Kochi,Express,Medium,2248.0,82,36156.05,1
ORD-01711,2022-10-24,2022-10-29,2022-11-03,2022-11-01,Hyderabad,Lucknow,Express,Medium,2481.0,6,41582.92,1
ORD-01712,2022-04-28,2022-05-04,2022-05-09,2022-05-07,Kolkata,Visakhapatnam,Express,Medium,1711.0,66,10425.22,1
ORD-01713,2023-02-19,2023-02-21,2023-02-22,2023-03-01,Bangalore,Vadodara,Economy,Medium,357.0,67,44499.95,0
ORD-01714,2022-01-22,2022-01-27,2022-02-01,2022-02-01,Ahmedabad,Coimbatore,Standard,Medium,1409.0,72,16448.58,0
ORD-01715,2022-11-29,2022-11-30,2022-12-10,2022-12-08,Hyderabad,Surat,Economy,Medium,2019.0,95,1163.54,1
ORD-01716,2022-06-25,2022-06-26,2022-06-29,2022-07-01,Hyderabad,Nagpur,Standard,Low,941.0,48,42247.89,0
ORD-01717,2023-09-25,2023-09-28,2023-09-29,2023-10-03,Chennai,Lucknow,Standard,Low,424.0,70,47120.15,0
ORD-01718,2023-04-17,2023-04-21,2023-04-29,2023-04-26,Pune,Surat,Standard,Medium,2083.0,78,32950.13,1
ORD-01719,2023-12-08,2023-12-15,2023-12-18,2023-12-20,Mumbai,Agra,Standard,Medium,1414.0,67,11956.11,0
ORD-01720,2023-01-06,2023-01-13,2023-01-14,2023-01-18,Hyderabad,Jaipur,Standard,Medium,178.0,176,12961.35,0
ORD-01721,2022-04-01,2022-04-09,2022-04-14,2022-04-14,Ahmedabad,Nagpur,Standard,Medium,1064.0,65,23596.35,0
ORD-01722,2023-03-24,2023-03-26,2023-04-05,2023-04-03,Pune,Chandigarh,Economy,High,1849.0,172,44942.64,1
ORD-01723,2022-04-19,2022-04-21,2022-04-26,2022-04-26,Delhi,Vadodara,Standard,High,1431.0,63,7905.08,0
ORD-01724,2022-09-07,2022-09-09,2022-09-12,2022-09-10,Kolkata,Nagpur,Same Day,Medium,566.0,46,41385.7,1
ORD-01725,2023-03-23,2023-03-27,2023-04-01,2023-04-01,Bangalore,Visakhapatnam,Standard,Low,1568.0,147,14919.49,0
ORD-01726,2023-08-27,2023-09-01,2023-09-04,2023-09-09,Ahmedabad,Agra,Economy,Low,,192,40525.02,0
ORD-01727,2023-02-15,2023-02-18,2023-02-20,2023-02-19,Delhi,Bhopal,Same Day,High,1248.0,73,46053.42,1
ORD-01728,2023-06-21,2023-06-28,2023-07-04,2023-07-03,Ahmedabad,Bhubaneswar,Standard,,2408.0,71,21660.95,1
ORD-01729,2022-03-22,2022-03-22,2022-03-26,2022-03-23,Kolkata,Bhubaneswar,Same Day,Low,1192.0,110,18570.01,1
ORD-01730,2023-02-10,2023-02-13,2023-02-19,2023-02-16,Chennai,Lucknow,Express,High,2043.0,178,40209.96,1
ORD-01731,2022-11-14,2022-11-16,2022-11-18,2022-11-17,Ahmedabad,Vadodara,Same Day,Low,2211.0,63,26709.4,1
ORD-01732,2022-12-14,2022-12-16,2022-12-18,2022-12-19,Hyderabad,Bhopal,Express,Medium,352.0,41,34380.23,0
ORD-01733,2022-08-15,2022-08-19,2022-08-20,2022-08-22,Mumbai,Jaipur,Express,Medium,637.0,7,31330.05,0
ORD-01734,2022-12-08,2022-12-15,2022-12-17,2022-12-16,Hyderabad,Bhubaneswar,Same Day,High,1036.0,137,8068.0,1
ORD-01735,2022-06-22,2022-06-25,2022-06-26,2022-06-28,Kolkata,Kochi,Express,Low,1913.0,4,42317.12,0
ORD-01736,2022-03-20,2022-03-22,2022-03-23,2022-03-27,Ahmedabad,Jaipur,Standard,High,394.0,89,10190.87,0
ORD-01737,2023-06-07,2023-06-11,2023-06-17,2023-06-19,Mumbai,Bhopal,Economy,High,863.0,177,46647.97,0
ORD-01738,2023-10-11,2023-10-15,2023-10-21,2023-10-20,Hyderabad,Vadodara,Standard,Medium,2037.0,134,12903.28,1
ORD-01739,2022-04-27,2022-04-29,2022-05-02,2022-05-02,Mumbai,Bhopal,Express,Low,1360.0,82,36827.11,0
ORD-01740,2023-06-28,2023-06-29,2023-07-04,2023-07-04,Bangalore,Agra,Standard,Medium,2049.0,21,14590.44,0
ORD-01741,2023-06-07,2023-06-08,2023-06-14,2023-06-11,Kolkata,Lucknow,Express,High,,143,16230.38,1
ORD-01742,2022-07-18,2022-07-20,2022-07-29,2022-07-28,Chennai,Vadodara,Economy,High,1377.0,128,15845.09,1
ORD-01743,2022-12-24,2022-12-26,2022-12-30,2022-12-31,Chennai,Indore,Standard,Medium,1142.0,195,37520.67,0
