Order_ID,Order_Date,Shipping_Date,Delivery_Date,Expected_Delivery_Date,Warehouse_Location,Customer_Location,Shipping_Mode,Order_Priority,Distance_km,Distance_Category,Order_Quantity,Order_Value_INR,Actual_Delivery_Days,Expected_Delivery_Days,Delay_Days,Is_Peak_Season,Is_Weekend,Order_Month,Delayed,Delay_Status
ORD-01581,2023-08-15,2023-08-15,2023-08-28,2023-08-23,Kolkata,Lucknow,Economy,Low,2385.0,Very Long,140,40061.74,13,8,5,0,0,8,1,Delayed
ORD-01582,2023-06-04,2023-06-07,2023-06-09,2023-06-12,Hyderabad,Nagpur,Standard,Low,356.0,Medium,76,13940.91,5,8,-3,0,1,6,0,On Time
ORD-01583,2022-08-06,2022-08-12,2022-08-18,2022-08-17,Chennai,Bhopal,Standard,High,2039.0,Very Long,19,2142.79,12,11,1,0,1,8,1,Delayed
ORD-01584,2022-06-08,2022-06-10,2022-06-13,2022-06-15,Kolkata,Nagpur,Standard,Medium,711.0,Medium,137,26092.23,5,7,-2,0,0,6,0,On Time
ORD-01585,2023-11-04,2023-11-08,2023-11-12,2023-11-13,Hyderabad,Bhubaneswar,Standard,High,598.0,Medium,74,10235.98,8,9,-1,1,1,11,0,On Time
ORD-01586,2023-05-09,2023-05-11,2023-05-15,2023-05-19,Ahmedabad,Surat,Economy,Critical,361.0,Medium,145,38013.39,6,10,-4,0,0,5,0,On Time
ORD-01587,2022-08-18,2022-08-21,2022-08-25,2022-08-26,Bangalore,Bhubaneswar,Standard,High,1132.0,Long,50,32239.38,7,8,-1,0,0,8,0,On Time
ORD-01588,2022-04-21,2022-04-23,2022-04-27,2022-04-26,Hyderabad,Kochi,Express,Low,1787.0,Very Long,39,46218.33,6,5,1,0,0,4,1,Delayed
ORD-01589,2022-12-25,2022-12-31,2023-01-04,2023-01-05,Mumbai,Jaipur,Standard,Low,804.0,Long,169,39257.92,10,11,-1,1,1,12,0,On Time
ORD-01590,2023-07-24,2023-07-25,2023-07-26,2023-07-30,Pune,Agra,Standard,High,84.0,Short,138,9448.41,2,6,-4,0,0,7,0,On Time
ORD-01591,2023-01-12,2023-01-13,2023-01-14,2023-01-16,Delhi,Kochi,Express,Medium,494.0,Medium,12,40107.83,2,4,-2,0,0,1,0,On Time
ORD-01592,2022-04-28,2022-05-01,2022-05-10,2022-05-06,Kolkata,Indore,Standard,High,2190.0,Very Long,79,32265.98,12,8,4,0,0,4,1,Delayed
ORD-01593,2022-10-13,2022-10-15,2022-10-23,2022-10-20,Kolkata,Visakhapatnam,Standard,High,2032.0,Very Long,15,33613.11,10,7,3,1,0,10,1,Delayed
ORD-01594,2023-08-11,2023-08-13,2023-08-15,2023-08-14,Kolkata,Surat,Same Day,Critical,1280.0,Long,28,41697.01,4,3,1,0,0,8,1,Delayed
ORD-01595,2022-08-20,2022-08-22,2022-08-23,2022-08-25,Hyderabad,Coimbatore,Express,Critical,402.0,Medium,132,28904.29,3,5,-2,0,1,8,0,On Time
ORD-01596,2023-03-16,2023-03-19,2023-03-22,2023-03-24,Bangalore,Coimbatore,Standard,Medium,952.0,Long,36,23567.17,6,8,-2,0,0,3,0,On Time
ORD-01597,2023-07-29,2023-08-02,2023-08-08,2023-08-10,Mumbai,Jaipur,Economy,Medium,1405.0,Long,119,32013.73,10,12,-2,0,1,7,0,On Time
ORD-01598,2023-09-29,2023-10-01,2023-10-05,2023-10-04,Bangalore,Lucknow,Express,Critical,1798.0,Very Long,65,15248.89,6,5,1,0,0,9,1,Delayed
ORD-01599,2023-09-21,2023-09-22,2023-09-23,2023-09-23,Hyderabad,Jaipur,Same Day,Medium,208.0,Short,98,9538.56,2,2,0,0,0,9,0,On Time
ORD-01600,2023-11-23,2023-11-26,2023-12-01,2023-12-01,Hyderabad,Indore,Standard,Low,2027.0,Very Long,47,31021.1,8,8,0,1,0,11,0,On Time
ORD-01601,2023-10-21,2023-10-22,2023-10-23,2023-10-27,Pune,Vadodara,Standard,,1006.0,Long,81,12075.49,2,6,-4,1,1,10,0,On Time
ORD-01602,2023-07-25,2023-07-31,2023-08-09,2023-08-05,Chennai,Vadodara,Standard,Medium,2121.0,Very Long,39,4455.8,15,11,4,0,0,7,1,Delayed
ORD-01603,2022-01-27,2022-01-29,2022-01-30,2022-02-03,Mumbai,Patna,Standard,High,453.0,Medium,38,527.43,3,7,-4,0,0,1,0,On Time
ORD-01604,2023-09-16,2023-09-20,2023-09-21,2023-09-23,Kolkata,Bhubaneswar,Express,High,565.0,Medium,44,30611.81,5,7,-2,0,1,9,0,On Time
ORD-01605,2023-11-05,2023-11-08,2023-11-15,2023-11-16,Delhi,Chandigarh,Economy,Medium,1437.0,Long,179,18426.36,10,11,-1,1,1,11,0,On Time
ORD-01606,2023-12-12,2023-12-13,2023-12-14,2023-12-16,Kolkata,Kochi,Express,Critical,1005.0,Long,97,37739.39,2,4,-2,1,0,12,0,On Time
ORD-01607,2022-10-01,2022-10-09,2022-10-15,2022-10-14,Bangalore,Surat,Standard,High,2249.0,Very Long,124,19071.23,14,13,1,1,1,10,1,Delayed
ORD-01608,2022-01-30,2022-02-02,2022-02-04,2022-02-05,Hyderabad,Visakhapatnam,Express,High,1762.0,Very Long,26,24557.17,5,6,-1,0,1,1,0,On Time
ORD-01609,2022-07-04,2022-07-11,2022-07-12,2022-07-16,Mumbai,Indore,Standard,,657.0,Medium,164,20650.71,8,12,-4,0,0,7,0,On Time
ORD-01610,2022-10-07,2022-10-09,2022-10-12,2022-10-12,Ahmedabad,Vadodara,Express,Medium,1323.0,Long,197,32703.45,5,5,0,1,0,10,0,On Time
ORD-01611,2023-12-21,2023-12-24,2023-12-26,2023-12-27,Mumbai,Bhopal,Express,High,1585.0,Very Long,97,18128.89,5,6,-1,1,0,12,0,On Time
ORD-01612,2022-11-13,2022-11-15,2022-11-20,2022-11-16,Mumbai,Chandigarh,Same Day,Low,2432.0,Very Long,1,48206.5,7,3,4,1,1,11,1,Delayed
ORD-01613,2022-12-14,2022-12-15,2022-12-24,2022-12-23,Chennai,Agra,Economy,Medium,1491.0,Long,53,46839.28,10,9,1,1,0,12,1,Delayed
ORD-01614,2022-12-26,2022-12-29,2023-01-05,2023-01-03,Kolkata,Indore,,High,1847.0,Very Long,6,42477.38,10,8,2,1,0,12,1,Delayed
ORD-01615,2022-01-07,2022-01-07,2022-01-08,2022-01-10,Chennai,Bhopal,Express,Medium,344.0,Medium,37,46054.86,1,3,-2,0,0,1,0,On Time
ORD-01616,2022-07-05,2022-07-08,2022-07-14,2022-07-16,Ahmedabad,Bhopal,Economy,Medium,804.0,Long,2,22732.41,9,11,-2,0,0,7,0,On Time
ORD-01617,2022-05-27,2022-05-31,2022-06-01,2022-06-01,Ahmedabad,Bhopal,Same Day,Low,1444.0,Long,123,27053.3,5,5,0,0,0,5,0,On Time
ORD-01618,2023-08-03,2023-08-07,2023-08-08,2023-08-10,Pune,Vadodara,Express,Medium,235.0,Short,69,37233.58,5,7,-2,0,0,8,0,On Time
ORD-01619,2023-11-05,2023-11-09,2023-11-16,2023-11-17,Bangalore,Patna,Economy,High,1319.0,Long,169,34959.22,11,12,-1,1,1,11,0,On Time
ORD-01620,2023-02-15,2023-02-22,2023-02-25,2023-02-27,Delhi,Jaipur,Standard,Medium,686.0,Medium,179,44588.59,10,12,-2,0,0,2,0,On Time
ORD-01621,2022-03-13,2022-03-17,2022-03-25,2022-03-25,Pune,Coimbatore,Economy,Low,1341.0,Long,175,35958.39,12,12,0,0,1,3,0,On Time
ORD-01622,2022-05-26,2022-06-01,2022-06-02,2022-06-06,Hyderabad,Nagpur,Standard,High,579.0,Medium,13,49895.29,7,11,-4,0,0,5,0,On Time
ORD-01623,2023-10-11,2023-10-18,2023-10-21,2023-10-21,Chennai,Agra,Express,Critical,2118.0,Very Long,69,17751.04,10,10,0,1,0,10,0,On Time
ORD-01624,2022-02-01,2022-02-05,2022-02-10,2022-02-13,Chennai,Kochi,Economy,High,843.0,Long,66,41733.39,9,12,-3,0,0,2,0,On Time
ORD-01625,2022-04-04,2022-04-05,2022-04-13,2022-04-10,Pune,Bhopal,Standard,Low,2197.0,Very Long,59,35032.92,9,6,3,0,0,4,1,Delayed
ORD-01626,2023-06-28,2023-06-30,2023-07-01,2023-07-03,Hyderabad,Indore,Express,Medium,527.0,Medium,68,34723.63,3,5,-2,0,0,6,0,On Time
ORD-01627,2022-08-09,2022-08-12,2022-08-15,2022-08-17,Mumbai,Lucknow,Standard,High,1672.0,Very Long,59,16628.86,6,8,-2,0,0,8,0,On Time
ORD-01628,2023-01-21,2023-01-24,2023-01-29,2023-02-01,Hyderabad,Lucknow,Economy,Medium,989.0,Long,117,39387.29,8,11,-3,0,1,1,0,On Time
ORD-01629,2023-03-06,2023-03-09,2023-03-13,2023-03-17,Kolkata,Coimbatore,Economy,High,575.0,Medium,10,45068.61,7,11,-4,0,0,3,0,On Time
ORD-01630,2023-04-10,2023-04-11,2023-04-16,2023-04-12,Pune,Agra,Same Day,Medium,2431.0,Very Long,141,11318.15,6,2,4,0,0,4,1,Delayed
ORD-01631,2022-12-16,2022-12-17,2022-12-18,2022-12-20,Bangalore,Surat,Express,Medium,51.0,Short,130,31462.09,2,4,-2,1,0,12,0,On Time
ORD-01632,2022-06-11,2022-06-12,2022-06-13,2022-06-20,Hyderabad,Bhubaneswar,Economy,High,424.0,Medium,15,19910.67,2,9,-7,0,1,6,0,On Time
ORD-01633,2023-01-14,2023-01-17,2023-01-24,2023-01-22,Mumbai,Bhopal,Standard,High,2390.0,Very Long,46,49482.63,10,8,2,0,1,1,1,Delayed
ORD-01634,2022-11-16,2022-11-18,2022-11-21,2022-11-21,Hyderabad,Indore,Express,High,602.0,Medium,185,24202.22,5,5,0,1,0,11,0,On Time
ORD-01635,2022-11-29,2022-11-30,2022-12-02,2022-12-01,Chennai,Bhopal,Same Day,Medium,2415.0,Very Long,138,11801.85,3,2,1,1,0,11,1,Delayed
ORD-01636,2023-08-05,2023-08-09,2023-08-13,2023-08-14,Delhi,Patna,Standard,Low,1575.0,Very Long,150,19401.95,8,9,-1,0,1,8,0,On Time
ORD-01637,2023-09-03,2023-09-08,2023-09-15,2023-09-13,Chennai,Agra,Standard,Medium,1901.0,Very Long,89,32865.0,12,10,2,0,1,9,1,Delayed
ORD-01638,2022-03-28,2022-03-28,2022-03-29,2022-04-02,Bangalore,Bhubaneswar,Standard,Medium,430.0,Medium,77,4266.42,1,5,-4,0,0,3,0,On Time
ORD-01639,2022-02-23,2022-02-27,2022-03-03,2022-03-04,Ahmedabad,Bhopal,Standard,Low,1696.0,Very Long,136,30378.3,8,9,-1,0,0,2,0,On Time
ORD-01640,2022-06-09,2022-06-10,2022-06-11,2022-06-18,Delhi,Kochi,Economy,Low,63.0,Short,149,46595.63,2,9,-7,0,0,6,0,On Time
ORD-01641,2022-06-11,2022-06-16,2022-06-20,2022-06-19,Ahmedabad,Lucknow,Express,Low,553.0,Medium,150,42592.96,9,8,1,0,1,6,1,Delayed
ORD-01642,2023-09-25,2023-09-29,2023-10-02,2023-09-30,Hyderabad,Bhopal,Same Day,Critical,2328.0,Very Long,110,3849.84,7,5,2,0,0,9,1,Delayed
ORD-01643,2022-02-20,2022-02-25,2022-03-04,2022-03-02,Kolkata,Kochi,Standard,High,2058.0,Very Long,97,49672.8,12,10,2,0,1,2,1,Delayed
ORD-01644,2023-11-22,2023-11-26,2023-11-27,2023-12-01,Bangalore,Kochi,Standard,Critical,179.0,Short,45,35086.98,5,9,-4,1,0,11,0,On Time
ORD-01645,2022-03-25,2022-03-26,2022-03-29,2022-03-31,Hyderabad,Jaipur,Standard,Low,887.0,Long,91,8532.9,4,6,-2,0,0,3,0,On Time
ORD-01646,2022-10-06,2022-10-07,2022-10-10,2022-10-08,Mumbai,Kochi,Same Day,Critical,2090.0,Very Long,168,1114.6,4,2,2,1,0,10,1,Delayed
ORD-01647,2023-03-30,2023-03-30,2023-03-31,2023-04-02,Hyderabad,Bhubaneswar,Express,Low,77.0,Short,114,8978.49,1,3,-2,0,0,3,0,On Time
ORD-01648,2023-11-09,2023-11-15,2023-11-26,2023-11-23,Delhi,Lucknow,Economy,Medium,2163.0,Very Long,150,41989.71,17,14,3,1,0,11,1,Delayed
ORD-01649,2023-03-11,2023-03-14,2023-03-18,2023-03-17,Chennai,Visakhapatnam,Express,High,1302.0,Long,158,1571.15,7,6,1,0,1,3,1,Delayed
ORD-01650,2023-05-13,2023-05-13,2023-05-14,2023-05-16,Kolkata,Surat,Express,Medium,310.0,Medium,190,12040.79,1,3,-2,0,1,5,0,On Time
ORD-01651,2023-09-14,2023-09-17,2023-09-20,2023-09-20,Ahmedabad,Patna,Express,Medium,2096.0,Very Long,73,37986.63,6,6,0,0,0,9,0,On Time
ORD-01652,2023-03-29,2023-03-31,2023-04-07,2023-04-08,Hyderabad,Lucknow,Economy,Low,1522.0,Very Long,173,29512.47,9,10,-1,0,0,3,0,On Time
ORD-01653,2023-03-01,2023-03-01,2023-03-02,2023-03-02,Hyderabad,Indore,Same Day,Low,1497.0,Long,35,39245.42,1,1,0,0,0,3,0,On Time
ORD-01654,2022-10-07,2022-10-09,2022-10-14,2022-10-14,Chennai,Surat,Standard,High,509.0,Medium,42,37434.45,7,7,0,1,0,10,0,On Time
ORD-01655,2022-08-09,2022-08-12,2022-08-14,2022-08-15,Kolkata,Kochi,Express,High,350.0,Medium,133,3004.77,5,6,-1,0,0,8,0,On Time
ORD-01656,2023-06-09,2023-06-12,2023-06-16,2023-06-15,Pune,Bhopal,Express,High,2384.0,Very Long,27,44679.32,7,6,1,0,0,6,1,Delayed
ORD-01657,2022-04-27,2022-04-29,2022-04-30,2022-04-30,Ahmedabad,Jaipur,Same Day,Medium,679.0,Medium,198,11738.08,3,3,0,0,0,4,0,On Time
ORD-01658,2022-12-20,2022-12-27,2022-12-28,2023-01-01,Hyderabad,Agra,Standard,High,319.0,Medium,190,27892.93,8,12,-4,1,0,12,0,On Time
ORD-01659,2023-03-17,2023-03-25,2023-04-07,2023-04-02,Hyderabad,Surat,Economy,Low,2043.0,Very Long,32,32392.26,21,16,5,0,0,3,1,Delayed
ORD-01660,2022-04-24,2022-04-24,2022-04-30,2022-05-02,Pune,Agra,Economy,Low,1678.0,Very Long,136,8847.1,6,8,-2,0,1,4,0,On Time
ORD-01661,2022-10-18,2022-10-19,2022-10-25,2022-10-24,Ahmedabad,Indore,Standard,Critical,1851.0,Very Long,103,48823.45,7,6,1,1,0,10,1,Delayed
ORD-01662,2023-11-26,2023-11-28,2023-12-02,2023-12-06,Delhi,Indore,Economy,Low,911.0,Long,85,24663.72,6,10,-4,1,1,11,0,On Time
ORD-01663,2023-11-26,2023-11-27,2023-12-03,2023-12-02,Delhi,Surat,Standard,High,1330.0,Long,146,3353.31,7,6,1,1,1,11,1,Delayed
ORD-01664,2023-08-31,2023-09-02,2023-09-09,2023-09-07,Bangalore,Jaipur,Standard,Low,2230.0,Very Long,78,46894.47,9,7,2,0,0,8,1,Delayed
ORD-01665,2023-05-14,2023-05-16,2023-05-20,2023-05-21,Bangalore,Kochi,Standard,High,1849.0,Very Long,143,29520.26,6,7,-1,0,1,5,0,On Time
ORD-01666,2023-06-24,2023-06-26,2023-07-01,2023-07-01,Mumbai,Visakhapatnam,Standard,High,1756.0,Very Long,154,35110.06,7,7,0,0,1,6,0,On Time
ORD-01667,2023-11-15,2023-11-23,2023-12-04,2023-12-01,Chennai,Vadodara,Economy,Medium,2410.0,Very Long,181,26496.2,19,16,3,1,0,11,1,Delayed
ORD-01668,2022-11-12,2022-11-15,2022-11-17,2022-11-20,Kolkata,Bhubaneswar,Standard,Medium,625.0,Medium,44,41819.53,5,8,-3,1,1,11,0,On Time
ORD-01669,2022-02-16,2022-02-19,2022-02-28,2022-02-24,Hyderabad,Indore,Standard,High,2053.0,Very Long,32,2140.11,12,8,4,0,0,2,1,Delayed
ORD-01670,2022-08-14,2022-08-15,2022-08-17,2022-08-20,Ahmedabad,Kochi,Standard,Medium,1357.0,Long,28,13784.73,3,6,-3,0,1,8,0,On Time
ORD-01671,2023-02-09,2023-02-10,2023-02-15,2023-02-15,Hyderabad,Bhubaneswar,Standard,Low,2006.0,Very Long,167,23747.59,6,6,0,0,0,2,0,On Time
ORD-01672,2023-09-06,2023-09-07,2023-09-13,2023-09-12,Bangalore,Bhubaneswar,Standard,High,2070.0,Very Long,160,4291.88,7,6,1,0,0,9,1,Delayed
ORD-01673,2022-02-26,2022-02-28,2022-03-04,2022-03-03,Mumbai,Indore,Express,Low,2262.0,Very Long,77,35442.38,6,5,1,0,1,2,1,Delayed
ORD-01674,2022-01-08,2022-01-09,2022-01-18,2022-01-14,Ahmedabad,Visakhapatnam,Standard,High,2402.0,Very Long,18,19986.34,10,6,4,0,1,1,1,Delayed
ORD-01675,2022-07-29,2022-08-02,2022-08-10,2022-08-10,Ahmedabad,Surat,Economy,Medium,1705.0,Very Long,103,13997.07,12,12,0,0,0,7,0,On Time
ORD-01676,2022-11-05,2022-11-06,2022-11-15,2022-11-14,Hyderabad,Bhubaneswar,Economy,Low,1629.0,Very Long,70,667.25,10,9,1,1,1,11,1,Delayed
ORD-01677,2022-08-05,2022-08-07,2022-08-12,2022-08-12,Chennai,Bhopal,Standard,High,1897.0,Very Long,119,36131.6,7,7,0,0,0,8,0,On Time
ORD-01678,2022-05-21,2022-05-22,2022-06-03,2022-05-30,Mumbai,Lucknow,Economy,Medium,2253.0,Very Long,139,41773.56,13,9,4,0,1,5,1,Delayed
ORD-01679,2022-09-19,2022-09-24,2022-09-30,2022-09-29,Chennai,Patna,Standard,Medium,1440.0,Long,160,20054.51,11,10,1,0,0,9,1,Delayed
ORD-01680,2022-10-24,2022-10-27,2022-11-01,2022-11-01,Mumbai,Indore,Standard,Medium,1792.0,Very Long,148,28428.79,8,8,0,1,0,10,0,On Time
ORD-01681,2022-12-02,2022-12-03,2022-12-11,2022-12-08,Hyderabad,Chandigarh,Standard,Medium,1975.0,Very Long,97,11770.49,9,6,3,1,0,12,1,Delayed
ORD-01682,2022-05-03,2022-05-09,2022-05-11,2022-05-14,Mumbai,Bhubaneswar,Standard,Medium,669.0,Medium,168,31298.78,8,11,-3,0,0,5,0,On Time
ORD-01683,2022-01-08,2022-01-11,2022-01-15,2022-01-14,Delhi,Nagpur,Express,Low,1324.0,Long,136,1100.8,7,6,1,0,1,1,1,Delayed
ORD-01684,2023-05-25,2023-05-29,2023-05-30,2023-05-30,Ahmedabad,Coimbatore,Same Day,Medium,1006.0,Long,35,24687.87,5,5,0,0,0,5,0,On Time
ORD-01685,2023-03-17,2023-03-18,2023-03-25,2023-03-23,Kolkata,Bhopal,Standard,Medium,1989.0,Very Long,69,32388.17,8,6,2,0,0,3,1,Delayed
ORD-01686,2022-06-29,2022-06-29,2022-07-01,2022-06-30,Hyderabad,Chandigarh,Same Day,High,2431.0,Very Long,126,45950.49,2,1,1,0,0,6,1,Delayed
ORD-01687,2022-05-13,2022-05-13,2022-05-16,2022-05-18,Pune,Kochi,Standard,High,1018.0,Long,99,19376.12,3,5,-2,0,0,5,0,On Time
ORD-01688,2023-01-25,2023-01-27,2023-01-29,2023-01-28,Kolkata,Patna,Same Day,Medium,1366.0,Long,78,38376.92,4,3,1,0,0,1,1,Delayed
ORD-01689,2023-06-30,2023-07-03,2023-07-07,2023-07-08,Hyderabad,Jaipur,Standard,High,1093.0,Long,149,30085.51,7,8,-1,0,0,6,0,On Time
ORD-01690,2023-12-22,2023-12-25,2023-12-26,2023-12-30,Kolkata,Vadodara,Standard,High,331.0,Medium,111,46387.1,4,8,-4,1,0,12,0,On Time
ORD-01691,2022-08-24,2022-08-29,2022-09-08,2022-09-03,Delhi,Bhubaneswar,Standard,Medium,2216.0,Very Long,152,20219.69,15,10,5,0,0,8,1,Delayed
ORD-01692,2023-05-28,2023-05-29,2023-05-30,2023-06-03,Kolkata,Agra,Standard,High,1108.0,Long,17,16295.22,2,6,-4,0,1,5,0,On Time
ORD-01693,2023-07-27,2023-07-31,2023-08-01,2023-08-03,Mumbai,Visakhapatnam,Express,Medium,247.0,Short,146,44413.53,5,7,-2,0,0,7,0,On Time
ORD-01694,2023-11-16,2023-11-22,2023-11-28,2023-11-30,Bangalore,Coimbatore,Economy,High,1132.0,Long,140,2937.6,12,14,-2,1,0,11,0,On Time
ORD-01695,2022-12-29,2022-12-30,2023-01-04,2023-01-04,Kolkata,Jaipur,,Low,1234.0,Long,144,7251.08,6,6,0,1,0,12,0,On Time
ORD-01696,2022-03-15,2022-03-19,2022-03-22,2022-03-20,Hyderabad,Visakhapatnam,Same Day,Medium,1058.0,Long,4,4579.02,7,5,2,0,0,3,1,Delayed
ORD-01697,2023-02-11,2023-02-12,2023-02-13,2023-02-15,Pune,Patna,Express,High,1279.0,Long,162,42233.94,2,4,-2,0,1,2,0,On Time
ORD-01698,2022-02-13,2022-02-14,2022-02-19,2022-02-22,Pune,Agra,Economy,,1085.0,Long,92,1025.07,6,9,-3,0,1,2,0,On Time
ORD-01699,2023-03-23,2023-03-26,2023-03-27,2023-03-31,Bangalore,Bhopal,Standard,Low,539.0,Medium,174,43152.03,4,8,-4,0,0,3,0,On Time
ORD-01700,2022-01-20,2022-01-23,2022-01-24,2022-01-26,Chennai,Bhopal,Express,Medium,325.0,Medium,75,22837.76,4,6,-2,0,0,1,0,On Time
ORD-01701,2023-04-16,2023-04-17,2023-04-29,2023-04-25,Bangalore,Patna,Economy,Medium,2339.0,Very Long,159,699.25,13,9,4,0,1,4,1,Delayed
ORD-01702,2022-03-21,2022-03-24,2022-03-29,2022-03-27,Ahmedabad,Agra,Express,High,1289.0,Long,153,20381.44,8,6,2,0,0,3,1,Delayed
ORD-01703,2022-11-17,2022-11-19,2022-11-24,2022-11-24,Kolkata,Bhopal,Standard,High,1324.0,Long,103,9746.64,7,7,0,1,0,11,0,On Time
ORD-01704,2023-08-13,2023-08-18,2023-08-20,2023-08-23,Pune,Agra,Standard,Low,175.0,Short,24,31407.82,7,10,-3,0,1,8,0,On Time
ORD-01705,2023-03-16,2023-03-16,2023-03-18,2023-03-21,Bangalore,Coimbatore,Standard,Low,266.0,Short,65,34128.26,2,5,-3,0,0,3,0,On Time
ORD-01706,2023-08-11,2023-08-18,2023-08-20,2023-08-21,Kolkata,Bhubaneswar,Express,High,1258.0,Long,117,24632.61,9,10,-1,0,0,8,0,On Time
ORD-01707,2023-02-19,2023-02-20,2023-02-21,2023-02-21,Ahmedabad,Patna,Same Day,Medium,1296.0,Long,153,2505.72,2,2,0,0,1,2,0,On Time
ORD-01708,2023-12-28,2024-01-02,2024-01-06,2024-01-07,Pune,Indore,Standard,High,968.0,Long,156,32978.38,9,10,-1,1,0,12,0,On Time
ORD-01709,2023-10-18,2023-10-24,2023-10-25,2023-10-27,Ahmedabad,Nagpur,Express,Low,1367.0,Long,164,42180.92,7,9,-2,1,0,10,0,On Time
ORD-01710,2023-03-04,2023-03-09,2023-03-15,2023-03-12,Kolkata,Kochi,Express,Medium,2248.0,Very Long,82,36156.05,11,8,3,0,1,3,1,Delayed
ORD-01711,2022-10-24,2022-10-29,2022-11-03,2022-11-01,Hyderabad,Lucknow,Express,Medium,2481.0,Very Long,6,41582.92,10,8,2,1,0,10,1,Delayed
ORD-01712,2022-04-28,2022-05-04,2022-05-09,2022-05-07,Kolkata,Visakhapatnam,Express,Medium,1711.0,Very Long,66,10425.22,11,9,2,0,0,4,1,Delayed
ORD-01713,2023-02-19,2023-02-21,2023-02-22,2023-03-01,Bangalore,Vadodara,Economy,Medium,357.0,Medium,67,44499.95,3,10,-7,0,1,2,0,On Time
ORD-01714,2022-01-22,2022-01-27,2022-02-01,2022-02-01,Ahmedabad,Coimbatore,Standard,Medium,1409.0,Long,72,16448.58,10,10,0,0,1,1,0,On Time
ORD-01715,2022-11-29,2022-11-30,2022-12-10,2022-12-08,Hyderabad,Surat,Economy,Medium,2019.0,Very Long,95,1163.54,11,9,2,1,0,11,1,Delayed
ORD-01716,2022-06-25,2022-06-26,2022-06-29,2022-07-01,Hyderabad,Nagpur,Standard,Low,941.0,Long,48,42247.89,4,6,-2,0,1,6,0,On Time
ORD-01717,2023-09-25,2023-09-28,2023-09-29,2023-10-03,Chennai,Lucknow,Standard,Low,424.0,Medium,70,47120.15,4,8,-4,0,0,9,0,On Time
ORD-01718,2023-04-17,2023-04-21,2023-04-29,2023-04-26,Pune,Surat,Standard,Medium,2083.0,Very Long,78,32950.13,12,9,3,0,0,4,1,Delayed
ORD-01719,2023-12-08,2023-12-15,2023-12-18,2023-12-20,Mumbai,Agra,Standard,Medium,1414.0,Long,67,11956.11,10,12,-2,1,0,12,0,On Time
ORD-01720,2023-01-06,2023-01-13,2023-01-14,2023-01-18,Hyderabad,Jaipur,Standard,Medium,178.0,Short,176,12961.35,8,12,-4,0,0,1,0,On Time
ORD-01721,2022-04-01,2022-04-09,2022-04-14,2022-04-14,Ahmedabad,Nagpur,Standard,Medium,1064.0,Long,65,23596.35,13,13,0,0,0,4,0,On Time
ORD-01722,2023-03-24,2023-03-26,2023-04-05,2023-04-03,Pune,Chandigarh,Economy,High,1849.0,Very Long,172,44942.64,12,10,2,0,0,3,1,Delayed
ORD-01723,2022-04-19,2022-04-21,2022-04-26,2022-04-26,Delhi,Vadodara,Standard,High,1431.0,Long,63,7905.08,7,7,0,0,0,4,0,On Time
ORD-01724,2022-09-07,2022-09-09,2022-09-12,2022-09-10,Kolkata,Nagpur,Same Day,Medium,566.0,Medium,46,41385.7,5,3,2,0,0,9,1,Delayed
ORD-01725,2023-03-23,2023-03-27,2023-04-01,2023-04-01,Bangalore,Visakhapatnam,Standard,Low,1568.0,Very Long,147,14919.49,9,9,0,0,0,3,0,On Time
ORD-01726,2023-08-27,2023-09-01,2023-09-04,2023-09-09,Ahmedabad,Agra,Economy,Low,,,192,40525.02,8,13,-5,0,1,8,0,On Time
ORD-01727,2023-02-15,2023-02-18,2023-02-20,2023-02-19,Delhi,Bhopal,Same Day,High,1248.0,Long,73,46053.42,5,4,1,0,0,2,1,Delayed
ORD-01728,2023-06-21,2023-06-28,2023-07-04,2023-07-03,Ahmedabad,Bhubaneswar,Standard,,2408.0,Very Long,71,21660.95,13,12,1,0,0,6,1,Delayed
ORD-01729,2022-03-22,2022-03-22,2022-03-26,2022-03-23,Kolkata,Bhubaneswar,Same Day,Low,1192.0,Long,110,18570.01,4,1,3,0,0,3,1,Delayed
ORD-01730,2023-02-10,2023-02-13,2023-02-19,2023-02-16,Chennai,Lucknow,Express,High,2043.0,Very Long,178,40209.96,9,6,3,0,0,2,1,Delayed
ORD-01731,2022-11-14,2022-11-16,2022-11-18,2022-11-17,Ahmedabad,Vadodara,Same Day,Low,2211.0,Very Long,63,26709.4,4,3,1,1,0,11,1,Delayed
ORD-01732,2022-12-14,2022-12-16,2022-12-18,2022-12-19,Hyderabad,Bhopal,Express,Medium,352.0,Medium,41,34380.23,4,5,-1,1,0,12,0,On Time
ORD-01733,2022-08-15,2022-08-19,2022-08-20,2022-08-22,Mumbai,Jaipur,Express,Medium,637.0,Medium,7,31330.05,5,7,-2,0,0,8,0,On Time
ORD-01734,2022-12-08,2022-12-15,2022-12-17,2022-12-16,Hyderabad,Bhubaneswar,Same Day,High,1036.0,Long,137,8068.0,9,8,1,1,0,12,1,Delayed
ORD-01735,2022-06-22,2022-06-25,2022-06-26,2022-06-28,Kolkata,Kochi,Express,Low,1913.0,Very Long,4,42317.12,4,6,-2,0,0,6,0,On Time
ORD-01736,2022-03-20,2022-03-22,2022-03-23,2022-03-27,Ahmedabad,Jaipur,Standard,High,394.0,Medium,89,10190.87,3,7,-4,0,1,3,0,On Time
